title,studio,domestic_gross,foreign_gross,year,domestic_gross_mil,foreign_gross_mil,worldwide_gross_mil,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,primary_genre
Batman v Superman: Dawn of Justice,WB,330400000.0,543300000.0,2016,330.4,543.3,873.6999999999999,tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,2016,151.0,"Action,Adventure,Fantasy",6.5,576909,"Action,Adventure,Fantasy"
Deadpool,Fox,363100000.0,420000000.0,2016,363.1,420.0,783.1,tt1431045,Deadpool,Deadpool,2016,108.0,"Action,Adventure,Comedy",8.0,820847,"Action,Adventure,Comedy"
Suicide Squad,WB,325100000.0,421700000.0,2016,325.1,421.7,746.8,tt1386697,Suicide Squad,Suicide Squad,2016,123.0,"Action,Adventure,Fantasy",6.0,533039,"Action,Adventure,Fantasy"
Doctor Strange,BV,232600000.0,445100000.0,2016,232.6,445.1,677.7,tt1211837,Doctor Strange,Doctor Strange,2016,115.0,"Action,Adventure,Fantasy",7.5,514510,"Action,Adventure,Fantasy"
Moana,BV,248800000.0,394600000.0,2016,248.8,394.6,643.4000000000001,tt3521164,Moana,Moana,2016,107.0,"Adventure,Animation,Comedy",7.6,224253,"Adventure,Animation,Comedy"
Sing,Uni.,270400000.0,363800000.0,2016,270.4,363.8,634.2,tt3470600,Sing,Sing,2016,108.0,"Animation,Comedy,Family",7.1,115951,"Animation,Comedy,Family"
X-Men: Apocalypse,Fox,155400000.0,388500000.0,2016,155.4,388.5,543.9,tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,2016,144.0,"Action,Adventure,Sci-Fi",7.0,356556,"Action,Adventure,Sci-Fi"
Kung Fu Panda 3,Fox,143500000.0,377600000.0,2016,143.5,377.6,521.1,tt2267968,Kung Fu Panda 3,Kung Fu Panda 3,2016,95.0,"Action,Adventure,Animation",7.1,116166,"Action,Adventure,Animation"
La La Land,LG/S,151100000.0,295000000.0,2016,151.1,295.0,446.1,tt3783958,La La Land,La La Land,2016,128.0,"Comedy,Drama,Music",8.0,436070,"Comedy,Drama,Music"
Warcraft,Uni.,47400000.0,386300000.0,2016,47.4,386.3,433.7,tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",6.9,225557,"Action,Adventure,Fantasy"
Jason Bourne,Uni.,162400000.0,253100000.0,2016,162.4,253.1,415.5,tt4196776,Jason Bourne,Jason Bourne,2016,123.0,"Action,Thriller",6.6,190596,"Action,Thriller"
Ice Age: Collision Course,Fox,64099999.0,344500000.0,2016,64.099999,344.5,408.599999,tt3416828,Ice Age: Collision Course,Ice Age: Collision Course,2016,94.0,"Adventure,Animation,Comedy",5.7,48932,"Adventure,Animation,Comedy"
Independence Day: Resurgence,Fox,103100000.0,286500000.0,2016,103.1,286.5,389.6,tt1628841,Independence Day: Resurgence,Independence Day: Resurgence,2016,120.0,"Action,Adventure,Sci-Fi",5.2,155344,"Action,Adventure,Sci-Fi"
The Legend of Tarzan,WB,126600000.0,230100000.0,2016,126.6,230.1,356.7,tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,110.0,"Action,Adventure,Drama",6.3,150154,"Action,Adventure,Drama"
The Angry Birds Movie,Sony,107500000.0,244800000.0,2016,107.5,244.8,352.3,tt1985949,The Angry Birds Movie,Angry Birds,2016,97.0,"Action,Animation,Comedy",6.3,69624,"Action,Animation,Comedy"
Trolls,Fox,153700000.0,193200000.0,2016,153.7,193.2,346.9,tt1679335,Trolls,Trolls,2016,92.0,"Adventure,Animation,Comedy",6.5,63295,"Adventure,Animation,Comedy"
Star Trek Beyond,Par.,158800000.0,184600000.0,2016,158.8,184.6,343.4,tt2660888,Star Trek Beyond,Star Trek Beyond,2016,122.0,"Action,Adventure,Sci-Fi",7.1,209844,"Action,Adventure,Sci-Fi"
Now You See Me 2,LG/S,65099999.0,269800000.0,2016,65.099999,269.8,334.899999,tt3110958,Now You See Me 2,Now You See Me 2,2016,129.0,"Action,Adventure,Comedy",6.5,216219,"Action,Adventure,Comedy"
The Conjuring 2,WB (NL),102500000.0,217900000.0,2016,102.5,217.9,320.4,tt3065204,The Conjuring 2,The Conjuring 2,2016,134.0,"Drama,Horror,Mystery",7.4,194543,"Drama,Horror,Mystery"
Dangal,UTV,12400000.0,290500000.0,2016,12.4,290.5,302.9,tt5074352,Dangal,Dangal,2016,161.0,"Action,Biography,Drama",8.5,123638,"Action,Biography,Drama"
Alice Through the Looking Glass,BV,77000000.0,222400000.0,2016,77.0,222.4,299.4,tt2567026,Alice Through the Looking Glass,Alice Through the Looking Glass,2016,113.0,"Adventure,Family,Fantasy",6.2,79951,"Adventure,Family,Fantasy"
Miss Peregrine's Home for Peculiar Children,Fox,87200000.0,209200000.0,2016,87.2,209.2,296.4,tt1935859,Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Home for Peculiar Children,2016,127.0,"Adventure,Drama,Fantasy",6.7,140619,"Adventure,Drama,Fantasy"
