title,studio,domestic_gross,foreign_gross,year,domestic_gross_mil,foreign_gross_mil,worldwide_gross_mil,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,primary_genre
Beginning of the Great Revival,CL,151000.0,58200000.0,2011,0.151,58.2,58.351000000000006,tt1699513,Beginning of the Great Revival,Jian dang wei ye,2011,140.0,"Drama,History",2.5,5538,"Drama,History"
Killer Elite,ORF,25100000.0,31300000.0,2011,25.1,31.3,56.400000000000006,tt1448755,Killer Elite,Killer Elite,2011,116.0,"Action,Crime,Thriller",6.5,117711,"Action,Crime,Thriller"
Extremely Loud & Incredibly Close,WB,31800000.0,23400000.0,2011,31.8,23.4,55.2,tt0477302,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,2011,129.0,"Adventure,Drama,Mystery",6.9,93164,"Adventure,Drama,Mystery"
The Tree of Life,FoxS,13300000.0,41000000.0,2011,13.3,41.0,54.3,tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",6.8,156266,"Drama,Fantasy"
Winnie the Pooh,BV,26700000.0,23200000.0,2011,26.7,23.2,49.9,tt1449283,Winnie the Pooh,Winnie the Pooh,2011,63.0,"Adventure,Animation,Comedy",7.2,19605,"Adventure,Animation,Comedy"
Soul Surfer,TriS,43900000.0,3200000.0,2011,43.9,3.2,47.1,tt1596346,Soul Surfer,Soul Surfer,2011,112.0,"Biography,Drama,Family",7.1,41659,"Biography,Drama,Family"
War of the Arrows,CJ,251000.0,45800000.0,2011,0.251,45.8,46.050999999999995,tt2025526,War of the Arrows,Choi-jong-byeong-gi hwal,2011,122.0,Action,7.2,10214,Action
Beastly,CBS,27900000.0,15300000.0,2011,27.9,15.3,43.2,tt1152398,Beastly,Beastly,2011,86.0,"Drama,Fantasy,Romance",5.6,72599,"Drama,Fantasy,Romance"
30 Minutes or Less,Sony,37100000.0,3500000.0,2011,37.1,3.5,40.6,tt1622547,30 Minutes or Less,30 Minutes or Less,2011,83.0,"Action,Comedy,Crime",6.1,87254,"Action,Comedy,Crime"
The Roommate,SGem,37300000.0,3200000.0,2011,37.3,3.2,40.5,tt1265990,The Roommate,The Roommate,2011,91.0,"Drama,Thriller",4.9,33062,"Drama,Thriller"
Shark Night 3D,Rela.,18900000.0,21300000.0,2011,18.9,21.3,40.2,tt1633356,Shark Night 3D,Shark Night 3D,2011,90.0,"Horror,Thriller",4.0,23190,"Horror,Thriller"
Monte Carlo,Fox,23200000.0,16500000.0,2011,23.2,16.5,39.7,tt1067774,Monte Carlo,Monte Carlo,2011,109.0,"Adventure,Comedy,Family",5.8,38731,"Adventure,Comedy,Family"
50/50,Sum.,35000000.0,4200000.0,2011,35.0,4.2,39.2,tt1306980,50/50,50/50,2011,100.0,"Comedy,Drama,Romance",7.7,300475,"Comedy,Drama,Romance"
Mars Needs Moms,BV,21400000.0,17600000.0,2011,21.4,17.6,39.0,tt1305591,Mars Needs Moms,Mars Needs Moms,2011,88.0,"Adventure,Animation,Family",5.4,19823,"Adventure,Animation,Family"
Dream House,Uni.,21300000.0,17200000.0,2011,21.3,17.2,38.5,tt1462041,Dream House,Dream House,2011,84.0,"Drama,Mystery,Thriller",6.0,59714,"Drama,Mystery,Thriller"
Jumping the Broom,TriS,37300000.0,415000.0,2011,37.3,0.415,37.714999999999996,tt1640484,Jumping the Broom,Jumping the Broom,2011,112.0,"Comedy,Drama",5.7,9089,"Comedy,Drama"
A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000.0,2011,35.1,0.326,35.426,tt1268799,A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,2011,90.0,"Adventure,Comedy",6.3,62151,"Adventure,Comedy"
My Week with Marilyn,Wein.,14600000.0,20500000.0,2011,14.6,20.5,35.1,tt1655420,My Week with Marilyn,My Week with Marilyn,2011,99.0,"Biography,Drama",7.0,79337,"Biography,Drama"
The Sitter,Fox,30400000.0,4500000.0,2011,30.4,4.5,34.9,tt1366344,The Sitter,The Sitter,2011,81.0,Comedy,5.7,65575,Comedy
Jane Eyre,Focus,11200000.0,23500000.0,2011,11.2,23.5,34.7,tt1229822,Jane Eyre,Jane Eyre,2011,120.0,"Drama,Romance",7.4,74998,"Drama,Romance"
Shaolin,Vari.,66100.0,33600000.0,2011,0.0661,33.6,33.6661,tt1533749,Shaolin,Xin Shao Lin si,2011,131.0,"Action,Drama",6.9,17777,"Action,Drama"
African Cats,BV,15400000.0,15400000.0,2011,15.4,15.4,30.8,tt1223236,African Cats,African Cats,2011,89.0,"Adventure,Documentary",7.6,5784,"Adventure,Documentary"
The Skin I Live In,SPC,3200000.0,27700000.0,2011,3.2,27.7,30.9,tt1189073,The Skin I Live In,La piel que habito,2011,120.0,"Drama,Horror,Thriller",7.6,123434,"Drama,Horror,Thriller"
I Don't Know How She Does It,Wein.,9700000.0,20900000.0,2011,9.7,20.9,30.599999999999998,tt1742650,I Don't Know How She Does It,I Don't Know How She Does It,2011,89.0,"Comedy,Romance",4.9,18552,"Comedy,Romance"
What's Your Number?,Fox,14000000.0,16399999.0,2011,14.0,16.399999,30.399999,tt0770703,What's Your Number?,What's Your Number?,2011,106.0,"Comedy,Romance",6.1,67922,"Comedy,Romance"
Drive Angry,Sum.,10700000.0,18200000.0,2011,10.7,18.2,28.9,tt1502404,Drive Angry,Drive Angry,2011,104.0,"Action,Fantasy,Thriller",5.4,90203,"Action,Fantasy,Thriller"
A Dangerous Method,SPC,5700000.0,21800000.0,2011,5.7,21.8,27.5,tt1571222,A Dangerous Method,A Dangerous Method,2011,99.0,"Biography,Drama,Romance",6.4,93259,"Biography,Drama,Romance"
The Eagle,Focus,19500000.0,7600000.0,2011,19.5,7.6,27.1,tt1034389,The Eagle,The Eagle,2011,114.0,"Action,Adventure,Drama",6.2,61475,"Action,Adventure,Drama"
Apollo 18,W/Dim.,17700000.0,7900000.0,2011,17.7,7.9,25.6,tt1772240,Apollo 18,Apollo 18,2011,86.0,"Horror,Mystery,Sci-Fi",5.2,51427,"Horror,Mystery,Sci-Fi"
Your Highness,Uni.,21600000.0,3300000.0,2011,21.6,3.3,24.900000000000002,tt1240982,Your Highness,Your Highness,2011,102.0,"Adventure,Comedy,Fantasy",5.5,92940,"Adventure,Comedy,Fantasy"
The Rum Diary,FD,13100000.0,10800000.0,2011,13.1,10.8,23.9,tt0376136,The Rum Diary,The Rum Diary,2011,119.0,"Comedy,Drama",6.2,94787,"Comedy,Drama"
Warrior,LGF,13700000.0,9400000.0,2011,13.7,9.4,23.1,tt1291584,Warrior,Warrior,2011,140.0,"Drama,Sport",8.2,403755,"Drama,Sport"
Young Adult,Par.,16300000.0,6600000.0,2011,16.3,6.6,22.9,tt1625346,Young Adult,Young Adult,2011,94.0,"Comedy,Drama",6.3,74071,"Comedy,Drama"
A Separation,SPC,7100000.0,12800000.0,2011,7.1,12.8,19.9,tt1832382,A Separation,Jodaeiye Nader az Simin,2011,123.0,"Drama,Thriller",8.3,197684,"Drama,Thriller"
The Guard,SPC,5400000.0,14200000.0,2011,5.4,14.2,19.6,tt1540133,The Guard,The Guard,2011,96.0,"Comedy,Crime,Thriller",7.3,75183,"Comedy,Crime,Thriller"
Margin Call,RAtt.,5400000.0,14200000.0,2011,5.4,14.2,19.6,tt1615147,Margin Call,Margin Call,2011,107.0,"Drama,Thriller",7.1,107264,"Drama,Thriller"
Shame,FoxS,3900000.0,13800000.0,2011,3.9,13.8,17.7,tt1723811,Shame,Shame,2011,101.0,Drama,7.2,171353,Drama
Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,6800000.0,2011,10.1,6.8,16.9,tt0844993,Hoodwinked Too! Hood vs. Evil,Hoodwinked Too! Hood vs. Evil,2011,86.0,"Animation,Comedy,Crime",4.8,11281,"Animation,Comedy,Crime"
Delhi Belly,UTV,1500000.0,15200000.0,2011,1.5,15.2,16.7,tt1934231,Delhi Belly,Delhi Belly,2011,103.0,"Action,Comedy,Crime",7.6,24622,"Action,Comedy,Crime"
Melancholia,Magn.,3000000.0,12900000.0,2011,3.0,12.9,15.9,tt1527186,Melancholia,Melancholia,2011,135.0,"Drama,Sci-Fi",7.2,153434,"Drama,Sci-Fi"
Anonymous,Sony,4500000.0,10900000.0,2011,4.5,10.9,15.4,tt1521197,Anonymous,Anonymous,2011,130.0,"Drama,Thriller",6.9,37932,"Drama,Thriller"
Pina,IFC,3500000.0,11100000.0,2011,3.5,11.1,14.6,tt1440266,Pina,Pina,2011,103.0,"Documentary,Music",7.7,13501,"Documentary,Music"
The Warring States,CL,69000.0,11800000.0,2011,0.069,11.8,11.869000000000002,tt1885448,The Warring States,Zhan guo,2011,126.0,"Drama,War",4.6,458,"Drama,War"
Snow Flower and the Secret Fan,FoxS,1300000.0,10000000.0,2011,1.3,10.0,11.3,tt1541995,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,2011,104.0,"Drama,History",6.1,3429,"Drama,History"
Win Win,FoxS,10200000.0,652000.0,2011,10.2,0.652,10.851999999999999,tt1606392,Win Win,Win Win,2011,106.0,"Comedy,Drama,Sport",7.2,51618,"Comedy,Drama,Sport"
Le Havre,Jan.,612000.0,9900000.0,2011,0.612,9.9,10.512,tt1508675,Le Havre,Le Havre,2011,93.0,"Comedy,Drama",7.2,18490,"Comedy,Drama"
Saving Private Perez,LGF,1400000.0,7900000.0,2011,1.4,7.9,9.3,tt0461336,Saving Private Perez,Salvando al Soldado Pérez,2011,105.0,"Adventure,Comedy,Western",6.0,1727,"Adventure,Comedy,Western"
The Big Year,Fox,7200000.0,244000.0,2011,7.2,0.244,7.444,tt1053810,The Big Year,The Big Year,2011,100.0,Comedy,6.2,39522,Comedy
The Beaver,Sum.,971000.0,6300000.0,2011,0.971,6.3,7.271,tt1321860,The Beaver,The Beaver,2011,91.0,Drama,6.7,45173,Drama
We Need to Talk About Kevin,Osci.,1700000.0,4300000.0,2011,1.7,4.3,6.0,tt1242460,We Need to Talk About Kevin,We Need to Talk About Kevin,2011,112.0,"Drama,Mystery,Thriller",7.5,123619,"Drama,Mystery,Thriller"
Attack the Block,SGem,1000000.0,4800000.0,2011,1.0,4.8,5.8,tt1478964,Attack the Block,Attack the Block,2011,88.0,"Action,Comedy,Sci-Fi",6.7,93868,"Action,Comedy,Sci-Fi"
11-11-11,Rocket,32800.0,5700000.0,2011,0.0328,5.7,5.7328,tt1712159,11-11-11,11-11-11,2011,90.0,"Horror,Mystery,Thriller",4.0,11712,"Horror,Mystery,Thriller"
Like Crazy,ParV,3400000.0,336000.0,2011,3.4,0.336,3.7359999999999998,tt1758692,Like Crazy,Like Crazy,2011,86.0,"Drama,Romance",6.7,55841,"Drama,Romance"
The Double,Imag.,138000.0,3600000.0,2011,0.138,3.6,3.738,tt1646980,The Double,The Double,2011,98.0,"Action,Crime,Drama",5.9,26994,"Action,Crime,Drama"
Martha Marcy May Marlene,FoxS,3000000.0,548000.0,2011,3.0,0.548,3.548,tt1441326,Martha Marcy May Marlene,Martha Marcy May Marlene,2011,102.0,"Drama,Mystery,Thriller",6.9,45873,"Drama,Mystery,Thriller"
Machine Gun Preacher,Rela.,539000.0,2800000.0,2011,0.539,2.8,3.339,tt1586752,Machine Gun Preacher,Machine Gun Preacher,2011,129.0,"Action,Biography,Crime",6.8,60074,"Action,Biography,Crime"
From Prada to Nada,LGF,3000000.0,123000.0,2011,3.0,0.123,3.123,tt0893412,From Prada to Nada,From Prada to Nada,2011,107.0,"Comedy,Drama,Romance",5.6,13644,"Comedy,Drama,Romance"
Flypaper,IFC,5000.0,3100000.0,2011,0.005,3.1,3.105,tt1541160,Flypaper,Flypaper,2011,87.0,"Comedy,Crime,Mystery",6.4,30352,"Comedy,Crime,Mystery"
Take Shelter,SPC,1700000.0,1400000.0,2011,1.7,1.4,3.0999999999999996,tt1675192,Take Shelter,Take Shelter,2011,121.0,"Drama,Horror,Thriller",7.4,83200,"Drama,Horror,Thriller"
The Greatest Miracle,KKM,555000.0,2500000.0,2011,0.555,2.5,3.055,tt1931569,The Greatest Miracle,El gran milagro,2011,70.0,"Animation,Drama",4.5,265,"Animation,Drama"
Pastorela,LGF,161000.0,2700000.0,2011,0.161,2.7,2.861,tt2011183,Pastorela,Pastorela,2011,88.0,"Comedy,Fantasy",6.2,843,"Comedy,Fantasy"
Another Earth,FoxS,1300000.0,456000.0,2011,1.3,0.456,1.756,tt1549572,Another Earth,Another Earth,2011,92.0,"Drama,Romance,Sci-Fi",7.0,85839,"Drama,Romance,Sci-Fi"
Chalet Girl,IFC,1700.0,1700000.0,2011,0.0017,1.7,1.7017,tt1487118,Chalet Girl,Chalet Girl,2011,97.0,"Comedy,Romance,Sport",6.3,22352,"Comedy,Romance,Sport"
Yamla Pagla Deewana,Eros,993000.0,600000.0,2011,0.993,0.6,1.593,tt1773109,Yamla Pagla Deewana,Yamla Pagla Deewana,2011,163.0,"Action,Comedy,Drama",5.7,3660,"Action,Comedy,Drama"
Texas Killing Fields,Anch.,45500.0,912000.0,2011,0.0455,0.912,0.9575,tt1389127,Texas Killing Fields,Texas Killing Fields,2011,105.0,"Crime,Drama,History",5.7,17413,"Crime,Drama,History"
Chillar Party,UTV,6300.0,826000.0,2011,0.0063,0.826,0.8322999999999999,tt1841542,Chillar Party,Chillar Party,2011,135.0,"Comedy,Drama,Family",7.5,5900,"Comedy,Drama,Family"
No One Killed Jessica,UTV,441000.0,193000.0,2011,0.441,0.193,0.634,tt1734110,No One Killed Jessica,No One Killed Jessica,2011,136.0,"Biography,Crime,Drama",7.2,10000,"Biography,Crime,Drama"
Blackthorn,Magn.,201000.0,423000.0,2011,0.201,0.423,0.624,tt1629705,Blackthorn,Blackthorn,2011,102.0,"Action,Adventure,Western",6.6,8553,"Action,Adventure,Western"
The Ledge,IFC,9200.0,602000.0,2011,0.0092,0.602,0.6112,tt1535970,The Ledge,The Ledge,2011,101.0,"Drama,Romance,Thriller",6.5,17757,"Drama,Romance,Thriller"
Another Happy Day,P4,8500.0,347000.0,2011,0.0085,0.347,0.3555,tt1719071,Another Happy Day,Another Happy Day,2011,119.0,"Comedy,Drama",6.0,3793,"Comedy,Drama"
The Mill and the Cross,KC,312000.0,30300.0,2011,0.312,0.0303,0.3423,tt1324055,The Mill and the Cross,Mlyn i krzyz,2011,92.0,"Drama,History",7.0,3519,"Drama,History"
Skyfall,Sony,304400000.0,804200000.0,2012,304.4,804.2,1108.6,tt1074638,Skyfall,Skyfall,2012,143.0,"Action,Adventure,Thriller",7.8,592221,"Action,Adventure,Thriller"
The Dark Knight Rises,WB,448100000.0,636800000.0,2012,448.1,636.8,1084.9,tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012,164.0,"Action,Thriller",8.4,1387769,"Action,Thriller"
The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000.0,2012,303.0,718.1,1021.1,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Family,Fantasy",7.9,719629,"Adventure,Family,Fantasy"
Ice Age: Continental Drift,Fox,161300000.0,715900000.0,2012,161.3,715.9,877.2,tt1667889,Ice Age: Continental Drift,Ice Age: Continental Drift,2012,88.0,"Adventure,Animation,Comedy",6.6,175601,"Adventure,Animation,Comedy"
The Amazing Spider-Man,Sony,262000000.0,495900000.0,2012,262.0,495.9,757.9,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi",7.0,525632,"Action,Adventure,Sci-Fi"
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000.0,2012,216.4,530.5,746.9,tt1277953,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,2012,93.0,"Adventure,Animation,Comedy",6.8,146858,"Adventure,Animation,Comedy"
The Hunger Games,LGF,408000000.0,286400000.0,2012,408.0,286.4,694.4,tt1392170,The Hunger Games,The Hunger Games,2012,142.0,"Action,Adventure,Sci-Fi",7.2,795227,"Action,Adventure,Sci-Fi"
Life of Pi,Fox,125000000.0,484000000.0,2012,125.0,484.0,609.0,tt0454876,Life of Pi,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836,"Adventure,Drama,Fantasy"
Ted,Uni.,218800000.0,330600000.0,2012,218.8,330.6,549.4000000000001,tt1637725,Ted,Ted,2012,106.0,"Comedy,Fantasy",6.9,538367,"Comedy,Fantasy"
Brave,BV,237300000.0,303200000.0,2012,237.3,303.2,540.5,tt1217209,Brave,Brave,2012,93.0,"Adventure,Animation,Comedy",7.1,338728,"Adventure,Animation,Comedy"
Wreck-It Ralph,BV,189400000.0,281800000.0,2012,189.4,281.8,471.20000000000005,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012,101.0,"Adventure,Animation,Comedy",7.7,344496,"Adventure,Animation,Comedy"
Django Unchained,Wein.,162800000.0,262600000.0,2012,162.8,262.6,425.40000000000003,tt1853728,Django Unchained,Django Unchained,2012,165.0,"Drama,Western",8.4,1211405,"Drama,Western"
Prometheus,Fox,126500000.0,276900000.0,2012,126.5,276.9,403.4,tt1446714,Prometheus,Prometheus,2012,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720,"Adventure,Mystery,Sci-Fi"
Snow White and the Huntsman,Uni.,155300000.0,241300000.0,2012,155.3,241.3,396.6,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,2012,127.0,"Action,Adventure,Drama",6.1,258938,"Action,Adventure,Drama"
Taken 2,Fox,139900000.0,236300000.0,2012,139.9,236.3,376.20000000000005,tt1397280,Taken 2,Taken 2,2012,92.0,"Action,Thriller",6.3,273106,"Action,Thriller"
Hotel Transylvania,Sony,148300000.0,210100000.0,2012,148.3,210.1,358.4,tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family",7.1,204571,"Animation,Comedy,Family"
Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000.0,2012,103.9,231.4,335.3,tt1397514,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,2012,94.0,"Action,Adventure,Comedy",5.8,83507,"Action,Adventure,Comedy"
The Expendables 2,LGF,85000000.0,229900000.0,2012,85.0,229.9,314.9,tt1764651,The Expendables 2,The Expendables 2,2012,103.0,"Action,Adventure,Thriller",6.6,277584,"Action,Adventure,Thriller"
Rise of the Guardians,P/DW,103400000.0,203500000.0,2012,103.4,203.5,306.9,tt1446192,Rise of the Guardians,Rise of the Guardians,2012,97.0,"Action,Adventure,Animation",7.3,145281,"Action,Adventure,Animation"
Wrath of the Titans,WB,83700000.0,221600000.0,2012,83.7,221.6,305.3,tt1646987,Wrath of the Titans,Wrath of the Titans,2012,99.0,"Action,Adventure,Fantasy",5.7,172330,"Action,Adventure,Fantasy"
Battleship,Uni.,65400000.0,237600000.0,2012,65.4,237.6,303.0,tt1440129,Battleship,Battleship,2012,131.0,"Action,Adventure,Sci-Fi",5.8,225342,"Action,Adventure,Sci-Fi"
John Carter,BV,73100000.0,211100000.0,2012,73.1,211.1,284.2,tt0401729,John Carter,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",6.6,241792,"Action,Adventure,Sci-Fi"
The Bourne Legacy,Uni.,113200000.0,162900000.0,2012,113.2,162.9,276.1,tt1194173,The Bourne Legacy,The Bourne Legacy,2012,135.0,"Action,Adventure,Thriller",6.7,268678,"Action,Adventure,Thriller"
Lincoln,BV,182200000.0,93100000.0,2012,182.2,93.1,275.29999999999995,tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",7.4,228701,"Biography,Drama,History"
Dark Shadows,WB,79700000.0,165800000.0,2012,79.7,165.8,245.5,tt1077368,Dark Shadows,Dark Shadows,2012,113.0,"Comedy,Fantasy,Horror",6.2,229818,"Comedy,Fantasy,Horror"
Resident Evil: Retribution,SGem,42300000.0,197700000.0,2012,42.3,197.7,240.0,tt1855325,Resident Evil: Retribution,Resident Evil: Retribution,2012,95.0,"Action,Horror,Sci-Fi",5.4,125191,"Action,Horror,Sci-Fi"
Silver Linings Playbook,Wein.,132100000.0,104300000.0,2012,132.1,104.3,236.39999999999998,tt1045658,Silver Linings Playbook,Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance",7.7,621018,"Comedy,Drama,Romance"
American Reunion,Uni.,57000000.0,178000000.0,2012,57.0,178.0,235.0,tt1605630,American Reunion,American Reunion,2012,113.0,Comedy,6.7,192250,Comedy
Argo,WB,136000000.0,96300000.0,2012,136.0,96.3,232.3,tt1024648,Argo,Argo,2012,120.0,"Biography,Drama,Thriller",7.7,534683,"Biography,Drama,Thriller"
Jack Reacher,Par.,80100000.0,138300000.0,2012,80.1,138.3,218.4,tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",7.0,284547,"Action,Crime,Thriller"
Safe House,Uni.,126400000.0,81700000.0,2012,126.4,81.7,208.10000000000002,tt1599348,Safe House,Safe House,2012,115.0,"Action,Adventure,Crime",6.8,192655,"Action,Adventure,Crime"
21 Jump Street,Sony,138400000.0,63100000.0,2012,138.4,63.1,201.5,tt1232829,21 Jump Street,21 Jump Street,2012,109.0,"Action,Comedy,Crime",7.2,477771,"Action,Comedy,Crime"
The Vow,SGem,125000000.0,71100000.0,2012,125.0,71.1,196.1,tt1606389,The Vow,The Vow,2012,104.0,"Drama,Romance",6.8,173629,"Drama,Romance"
Mirror Mirror,Rela.,64900000.0,118100000.0,2012,64.9,118.1,183.0,tt1667353,Mirror Mirror,Mirror Mirror,2012,106.0,"Adventure,Comedy,Drama",5.6,79510,"Adventure,Comedy,Drama"
The Impossible,LG/S,19000000.0,161300000.0,2012,19.0,161.3,180.3,tt1649419,The Impossible,Lo imposible,2012,114.0,"Drama,History,Thriller",7.6,177762,"Drama,History,Thriller"
The Dictator,Par.,59700000.0,119700000.0,2012,59.7,119.7,179.4,tt1645170,The Dictator,The Dictator,2012,83.0,Comedy,6.4,250976,Comedy
Looper,TriS,66500000.0,110000000.0,2012,66.5,110.0,176.5,tt1276104,Looper,Looper,2012,113.0,"Action,Crime,Drama",7.4,500595,"Action,Crime,Drama"
Magic Mike,WB,113700000.0,53500000.0,2012,113.7,53.5,167.2,tt1915581,Magic Mike,Magic Mike,2012,110.0,"Comedy,Drama",6.1,123955,"Comedy,Drama"
Flight,Par.,93800000.0,68000000.0,2012,93.8,68.0,161.8,tt1907668,Flight,Flight,2012,138.0,"Drama,Thriller",7.3,303009,"Drama,Thriller"
Underworld Awakening,SGem,62300000.0,97800000.0,2012,62.3,97.8,160.1,tt1496025,Underworld Awakening,Underworld Awakening,2012,88.0,"Action,Fantasy,Horror",6.4,138350,"Action,Fantasy,Horror"
This Means War,Fox,54800000.0,101700000.0,2012,54.8,101.7,156.5,tt1596350,This Means War,This Means War,2012,103.0,"Action,Comedy,Romance",6.3,167438,"Action,Comedy,Romance"
Paranormal Activity 4,Par.,53900000.0,88900000.0,2012,53.9,88.9,142.8,tt2109184,Paranormal Activity 4,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller",4.6,58408,"Horror,Mystery,Thriller"
Step Up Revolution,LG/S,35100000.0,105400000.0,2012,35.1,105.4,140.5,tt1800741,Step Up Revolution,Step Up Revolution,2012,99.0,"Drama,Music,Romance",6.5,51295,"Drama,Music,Romance"
Zero Dark Thirty,Sony,95700000.0,37100000.0,2012,95.7,37.1,132.8,tt1790885,Zero Dark Thirty,Zero Dark Thirty,2012,157.0,"Drama,Thriller",7.4,251072,"Drama,Thriller"
Cloud Atlas,WB,27100000.0,103400000.0,2012,27.1,103.4,130.5,tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",7.4,326473,"Action,Drama,Mystery"
The Woman in Black,CBS,54300000.0,73400000.0,2012,54.3,73.4,127.7,tt1596365,The Woman in Black,The Woman in Black,2012,95.0,"Drama,Fantasy,Horror",6.4,165357,"Drama,Fantasy,Horror"
The Pirates! Band of Misfits,Sony,31100000.0,92000000.0,2012,31.1,92.0,123.1,tt1430626,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,2012,88.0,"Adventure,Animation,Comedy",6.7,41958,"Adventure,Animation,Comedy"
Parental Guidance,Fox,77300000.0,42500000.0,2012,77.3,42.5,119.8,tt1047540,Parental Guidance,Parental Guidance,2012,105.0,"Comedy,Family",6.1,23711,"Comedy,Family"
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000.0,2012,37.5,79.0,116.5,tt1611224,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,2012,105.0,"Action,Fantasy,Horror",5.9,142853,"Action,Fantasy,Horror"
Pitch Perfect,Uni.,65000000.0,50300000.0,2012,65.0,50.3,115.3,tt1981677,Pitch Perfect,Pitch Perfect,2012,112.0,"Comedy,Music,Romance",7.2,256565,"Comedy,Music,Romance"
Hope Springs,Sony,63500000.0,50700000.0,2012,63.5,50.7,114.2,tt1535438,Hope Springs,Hope Springs,2012,100.0,"Comedy,Drama,Romance",6.3,38667,"Comedy,Drama,Romance"
ParaNorman,Focus,56000000.0,51100000.0,2012,56.0,51.1,107.1,tt1623288,ParaNorman,ParaNorman,2012,92.0,"Adventure,Animation,Comedy",7.0,87250,"Adventure,Animation,Comedy"
The Campaign,WB,86900000.0,18000000.0,2012,86.9,18.0,104.9,tt1790886,The Campaign,The Campaign,2012,85.0,Comedy,6.1,118678,Comedy
Project X,WB,54700000.0,48000000.0,2012,54.7,48.0,102.7,tt1636826,Project X,Project X,2012,88.0,Comedy,6.7,177782,Comedy
The Devil Inside,Par.,53300000.0,48500000.0,2012,53.3,48.5,101.8,tt1560985,The Devil Inside,The Devil Inside,2012,83.0,Horror,4.2,33522,Horror
The Lucky One,WB,60500000.0,38900000.0,2012,60.5,38.9,99.4,tt1327194,The Lucky One,The Lucky One,2012,101.0,"Drama,Romance",6.5,94359,"Drama,Romance"
Contraband,Uni.,66500000.0,29700000.0,2012,66.5,29.7,96.2,tt1524137,Contraband,Contraband,2012,109.0,"Action,Crime,Drama",6.5,111709,"Action,Crime,Drama"
Think Like a Man,SGem,91500000.0,4500000.0,2012,91.5,4.5,96.0,tt1621045,Think Like a Man,Think Like a Man,2012,122.0,"Comedy,Romance",6.6,41043,"Comedy,Romance"
This Is 40,Uni.,67500000.0,20500000.0,2012,67.5,20.5,88.0,tt1758830,This Is 40,This Is 40,2012,134.0,"Comedy,Romance",6.2,118862,"Comedy,Romance"
The Possession,LGF,49100000.0,36300000.0,2012,49.1,36.3,85.4,tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",5.9,53649,"Horror,Mystery,Thriller"
What to Expect When You're Expecting,LGF,41200000.0,43200000.0,2012,41.2,43.2,84.4,tt1586265,What to Expect When You're Expecting,What to Expect When You're Expecting,2012,110.0,"Comedy,Drama,Romance",5.7,65890,"Comedy,Drama,Romance"
The Thieves,WGUSA,686000.0,82800000.0,2012,0.686,82.8,83.486,tt2330866,The Thieves,Dodookdeul,2012,135.0,"Action,Comedy,Crime",6.8,8044,"Action,Comedy,Crime"
Frankenweenie,BV,35300000.0,46200000.0,2012,35.3,46.2,81.5,tt1142977,Frankenweenie,Frankenweenie,2012,87.0,"Animation,Comedy,Family",7.0,89489,"Animation,Comedy,Family"
Act of Valor,Rela.,70000000.0,11300000.0,2012,70.0,11.3,81.3,tt1591479,Act of Valor,Act of Valor,2012,110.0,"Action,Adventure,Drama",6.5,63787,"Action,Adventure,Drama"
Sinister,LG/S,48100000.0,29600000.0,2012,48.1,29.6,77.7,tt1922777,Sinister,Sinister,2012,110.0,"Horror,Mystery,Thriller",6.8,198345,"Horror,Mystery,Thriller"
